Gia,Dia chi,Dien tich,Gia/m²,Huong dat,Loai hinh dat,Chieu ngang,Chieu dai,Quan
4.4,"Đường Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",102.0,43.14,Tây Bắc,Đất thổ cư,5.0,20.0,Liên Chiểu
2.75,"Hòa Mỹ 9, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",81.0,33.95,Đông Bắc,Đất thổ cư,4.5,18.0,Liên Chiểu
1.98,"Bắc Thượng 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",95.0,20.84,Đông Nam,Đất nền dự án,5.0,19.0,Liên Chiểu
1.5,"Đường Nguyễn Tất Thành, Xã Hòa Liên, Huyện Hòa Vang, Đà Nẵng",124.0,12.1,Tây Bắc,Đất thổ cư,5.0,24.0,Hòa Vang
8.5,"Đường Minh Mạng, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,85.0,Nam,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
4.0,"Đường Đào Trí, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",75.0,53.33,,Đất thổ cư,5.0,15.0,Hải Châu
1.95,"155, Sông Đà, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",110.0,17.73,Bắc,Đất thổ cư,7.0,17.0,Ngũ Hành Sơn
10.0,"Đường Trường Chinh, Phường An Khê, Quận Thanh Khê, Đà Nẵng",118.0,84.75,,Đất thổ cư,5.0,23.6,Thanh Khê
1.87,"Tự Đức, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,18.7,Đông Nam,Đất thổ cư,5.0,20.0,Liên Chiểu
1.65,"1, Ql1a, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",100.0,16.5,Tây,Đất nền dự án,5.0,20.0,Hòa Vang
3.2,"Đường Hoàng Đình Ái, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,32.0,Tây,Đất nền dự án,5.0,20.0,Cẩm Lệ
3.2,"Đường Cao Hồng Lãnh, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,32.0,Tây,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
2.75,"Đường Hoà Phú 8, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",77.5,35.48,Tây Bắc,Đất nền dự án,5.0,16.0,Liên Chiểu
3.75,"Đường Bùi Thiện Ngộ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,37.5,Đông Bắc,Đất nền dự án,5.0,20.0,Cẩm Lệ
2.75,"Đường Hoà Phú 8, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",77.5,35.48,Tây Bắc,Đất thổ cư,5.0,15.5,Liên Chiểu
2.88,"Nguyễn Quý Anh Phú Mỹ An, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,28.8,Tây Nam,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
3.9,"Đường Hoà Phú 21, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",100.0,39.0,Đông Bắc,Đất thổ cư,5.0,20.0,Liên Chiểu
6.3,"Đường Hoà Phú 28, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",151.5,41.58,Tây Nam,Đất thổ cư,8.2,19.5,Liên Chiểu
2.85,"Đường Ngô Sĩ Liên, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",85.0,33.53,Tây Nam,Đất thổ cư,5.0,17.5,Liên Chiểu
4.69,"Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",94.5,49.63,Tây Bắc,Đất thổ cư,4.5,21.0,Liên Chiểu
13.9,"Đường Trần Bạch Đằng, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",100.4,138.45,Đông Bắc,Đất thổ cư,4.7,20.4,Sơn Trà
1.6,"Trần Đức, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",66.0,24.24,Bắc,Đất thổ cư,5.0,13.5,Liên Chiểu
7.6,"Phó Đức Chính, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",137.5,55.27,Tây Bắc,Đất thổ cư,8.0,17.99,Sơn Trà
4.2,"Đường Đà Sơn, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",219.4,19.14,Đông Nam,Đất thổ cư,10.2,22.0,Liên Chiểu
1.28,"Đường Bê Tông, Xã Hòa Phong, Huyện Hòa Vang, Đà Nẵng",148.0,8.65,Bắc,Đất thổ cư,5.0,30.0,Hòa Vang
3.85,"Đường Nguyễn Đình Trân, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",90.0,42.78,Tây Bắc,Đất thổ cư,5.0,18.0,Ngũ Hành Sơn
2.25,"Đường Trường Chinh, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",71.0,31.69,Đông,Đất thổ cư,5.0,14.2,Cẩm Lệ
2.8,"Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",90.0,31.11,Bắc,Đất thổ cư,6.0,15.0,Ngũ Hành Sơn
3.39,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",102.0,33.24,Đông Nam,Đất thổ cư,6.0,17.0,Ngũ Hành Sơn
2.85,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",62.0,45.97,Nam,Đất thổ cư,5.0,13.0,Thanh Khê
6.8,"Đường Nguyễn Đức An, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",87.5,77.71,Đông Nam,Đất thổ cư,5.0,17.5,Sơn Trà
2.45,"Đường Cổ Mân Mai 3, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,24.5,Đông,Đất nền dự án,5.0,20.0,Cẩm Lệ
2.65,"Vũ Lăng, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",81.0,32.72,Tây Bắc,Đất thổ cư,4.2,19.0,Cẩm Lệ
5.35,"Đường Kinh Dương Vương, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",76.5,69.93,Đông Bắc,Đất thổ cư,4.5,17.0,Liên Chiểu
9.2,"Đường Hoa Phượng, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",100.0,92.0,Tây,Đất thổ cư,5.0,20.0,Sơn Trà
3.55,"Đường Hoà Minh 25, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",93.0,38.17,Tây Nam,Đất nền dự án,5.0,18.2,Liên Chiểu
9.0,"Võ Chí Công, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",300.0,30.0,Tây Nam,Đất nền dự án,15.0,20.0,Ngũ Hành Sơn
1.85,"Nguyễn Tất Thành Nối Dài, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",120.0,15.42,Tây Nam,Đất nền dự án,5.0,24.0,Liên Chiểu
13.2,"Đường Phạm Văn Đồng, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",107.0,123.36,,Đất thổ cư,7.0,16.0,Sơn Trà
1.2,"Phong Nam, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng",175.0,6.86,Tây,Đất thổ cư,8.0,22.0,Hòa Vang
10.8,"Đường Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",125.0,86.4,,Đất thổ cư,5.0,25.0,Thanh Khê
4.7,"Đường Hoàng Trung Thông, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",100.0,47.0,,Đất thổ cư,5.0,20.0,Liên Chiểu
4.5,"Đường Thủy Sơn 3, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",128.0,35.16,Tây Nam,Đất thổ cư,5.0,25.5,Ngũ Hành Sơn
2.35,"Liêm Lạc 17, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,23.5,Bắc,Đất thổ cư,5.0,20.0,Cẩm Lệ
3.2,"Đường Hoàng Minh Thảo, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",125.0,25.6,,Đất thổ cư,5.0,25.0,Liên Chiểu
2.25,"Đường Mê Linh, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",125.0,18.0,Tây Nam,Đất nền dự án,5.0,25.0,Liên Chiểu
1.45,"Đường Lưu Quang Vũ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",112.0,12.95,Đông,Đất thổ cư,6.1,20.0,Ngũ Hành Sơn
6.9,"Không Tên, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",220.0,31.36,Đông Nam,Đất thổ cư,5.0,21.0,Ngũ Hành Sơn
4.35,"Đường Nguyễn Mỹ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",112.0,38.84,,Đất thổ cư,5.0,21.0,Cẩm Lệ
1.15,"Thôn An Ngãi Tây 3, Xã Hòa Sơn, Huyện Hòa Vang, Đà Nẵng",262.0,4.39,Tây,Đất thổ cư,9.5,27.0,Hòa Vang
2.3,"Phước Lý 17, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",100.0,23.0,Đông Nam,Đất thổ cư,5.0,20.0,Liên Chiểu
1.3,"Đường Nam Cao, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",70.0,18.57,Tây Bắc,Đất thổ cư,7.0,10.0,Liên Chiểu
1.75,"Đường Bờ Đằm 3, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",90.0,19.44,Đông Bắc,Đất nền dự án,5.0,18.0,Hòa Vang
4.0,"Nguyễn Thị Cận, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",141.0,28.37,Đông Bắc,Đất thổ cư,7.0,21.0,Cẩm Lệ
10.5,"Đường Lê Hữu Khánh, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",200.0,52.5,Tây Bắc,Đất thổ cư,10.0,20.0,Ngũ Hành Sơn
3.73,"Đường Võ Chí Công, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,37.3,Đông Bắc,Đất nền dự án,5.0,20.0,Cẩm Lệ
3.1,"Đường Võ Chí Công, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,31.0,Bắc,Đất nền dự án,5.0,20.0,Cẩm Lệ
2.85,"Đường Võ Chí Công, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,28.5,Tây Bắc,Đất nền dự án,5.0,20.0,Cẩm Lệ
3.45,"Thanh Lương 32, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,34.5,Tây Bắc,Đất thổ cư,5.0,20.0,Cẩm Lệ
2.3,"Đường Chơn Tâm 2, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",79.0,29.11,Tây Bắc,Đất thổ cư,5.0,18.0,Liên Chiểu
15.5,"Đường Lê Bôi, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",160.0,96.88,Đông,Đất thổ cư,8.8,18.18,Sơn Trà
3.15,"Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",102.0,30.88,Tây,Đất thổ cư,6.0,17.0,Ngũ Hành Sơn
2.55,"79, Kiều Sơn Đen, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",90.0,28.33,,Đất thổ cư,5.0,18.0,Cẩm Lệ
4.3,"Trần Nguyên Đán, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",80.0,53.75,Tây Nam,Đất thổ cư,5.0,18.0,Liên Chiểu
10.5,"55, Ngô Huy Diễn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",225.0,46.67,,Đất thổ cư,10.0,23.0,Cẩm Lệ
2.55,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",102.0,25.0,,Đất nền dự án,6.0,17.0,Ngũ Hành Sơn
4.1,"Đường Phù Đổng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",147.0,27.89,Bắc,Đất thổ cư,7.5,20.0,Cẩm Lệ
3.4,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",102.0,33.33,Bắc,Đất nền dự án,6.0,17.0,Ngũ Hành Sơn
19.0,"Đường Võ Chí Công, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",246.0,77.24,Đông Bắc,Đất nền dự án,15.0,16.4,Cẩm Lệ
4.28,"Bùi Trang Chước, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,42.8,,Đất nền dự án,5.0,20.0,Cẩm Lệ
2.1,"Nguyễn Duy Trinh, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",101.0,20.79,,Đất thổ cư,5.0,23.0,Ngũ Hành Sơn
11.0,"Đường Hoàng Thế Thiện, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",172.0,63.95,Đông Bắc,Đất nền dự án,8.6,20.0,Cẩm Lệ
14.5,"Đường Nguyễn Cơ Thạch, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",190.0,76.32,Tây Bắc,Đất thổ cư,8.0,25.0,Ngũ Hành Sơn
3.56,"Đường Mẹ Thứ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,35.6,,Đất thổ cư,5.0,20.0,Cẩm Lệ
3.96,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",110.5,35.84,Bắc,Đất nền dự án,7.5,14.73,Ngũ Hành Sơn
4.5,"Đường Bùi Trang Chước, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,45.0,Đông Bắc,Đất nền dự án,5.0,20.0,Cẩm Lệ
11.0,"Trần Nam Trung, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",200.0,55.0,Đông Nam,Đất nền dự án,10.0,20.0,Cẩm Lệ
3.75,"Huỳnh Ngọc Đủ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,37.5,Tây Nam,Đất nền dự án,5.0,20.0,Cẩm Lệ
3.75,"Bùi Công Trừng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,37.5,Đông Bắc,Đất nền dự án,5.0,20.0,Cẩm Lệ
3.17,"Đường 7,5m, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",105.0,30.19,Tây Bắc,Đất nền dự án,5.0,21.0,Ngũ Hành Sơn
3.17,"Đường Hói Kiểng 26, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",105.0,30.19,Tây Bắc,Đất nền dự án,5.0,21.0,Ngũ Hành Sơn
13.0,"Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",300.0,43.33,Tây Bắc,Đất nền dự án,15.0,20.0,Liên Chiểu
24.5,"Châu Thị Vĩnh Tế, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",169.0,144.97,Đông Bắc,Đất thổ cư,6.9,22.4,Ngũ Hành Sơn
1.2,"Đường Lưu Quang Vũ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,12.0,,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
2.1,"Phước Tướng 3, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",80.0,26.25,,Đất thổ cư,4.5,18.0,Cẩm Lệ
4.6,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",128.3,35.85,Nam,Đất nền dự án,7.5,17.4,Ngũ Hành Sơn
4.05,"92, Đường Đô Đốc Lân, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,40.5,Đông,Đất nền dự án,5.0,20.0,Cẩm Lệ
2.8,"Đường Hói Kiểng 8, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",110.0,25.45,Đông Nam,Đất nền dự án,5.0,22.0,Ngũ Hành Sơn
1.32,"Kiệt Thị An, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",98.0,13.47,Tây Bắc,Đất thổ cư,5.0,19.6,Ngũ Hành Sơn
15.5,"Đường Nguyễn Văn Thoại, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",92.0,168.48,Đông Nam,Đất thổ cư,5.0,18.0,Ngũ Hành Sơn
2.95,"Đường Hói Kiểng 33, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",105.0,28.1,Tây Bắc,Đất thổ cư,5.0,21.0,Ngũ Hành Sơn
3.15,"Cao Hồng Lãnh, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,31.5,Tây Nam,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
5.9,"Huỳnh Ngọc Huệ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",100.0,59.0,Tây Nam,Đất thổ cư,5.0,20.0,Hải Châu
3.58,"Lê Thiết , Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,35.8,Tây Bắc,Đất thổ cư,5.0,20.0,Cẩm Lệ
3.75,"Đường Huỳnh Ngọc Đủ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,37.5,Đông Bắc,Đất nền dự án,5.0,20.0,Cẩm Lệ
3.1,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",104.3,29.72,Nam,Đất nền dự án,6.0,17.38,Ngũ Hành Sơn
3.5,"Hoà Minh 27, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",96.0,36.46,Tây Bắc,Đất thổ cư,5.0,19.0,Liên Chiểu
3.0,"Đường Đa Mặn 4, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",85.0,35.29,Đông Bắc,Đất thổ cư,5.0,17.0,Ngũ Hành Sơn
2.4,"Đường Trần Tấn, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",103.0,23.3,Tây Nam,Đất thổ cư,5.0,21.0,Liên Chiểu
2.8,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",102.0,27.45,Bắc,Đất nền dự án,6.0,17.0,Ngũ Hành Sơn
4.15,"Đường Thái Văn Lung, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,41.5,Tây Nam,Đất thổ cư,5.0,20.0,Cẩm Lệ
2.55,"Đường Võ Chí Công, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,25.5,Tây Nam,Đất nền dự án,5.0,20.0,Ngũ Hành Sơn
1.55,"1a, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",81.0,19.14,Bắc,Đất thổ cư,5.0,16.0,Hòa Vang
2.05,"Phong Nam, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng",150.0,13.67,Tây Nam,Đất thổ cư,6.0,25.0,Hòa Vang
1.45,"1a, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",120.0,12.08,,Đất thổ cư,6.3,19.0,Hòa Vang
1.4,"1a, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",132.0,10.61,,Đất thổ cư,5.0,26.5,Hòa Vang
1.55,"1a, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",81.0,19.14,Bắc,Đất thổ cư,5.0,16.0,Hòa Vang
1.53,"Nguyễn Tất Thành, Xã Hòa Liên, Huyện Hòa Vang, Đà Nẵng",100.0,15.3,,Đất thổ cư,5.0,20.0,Hòa Vang
1.4,"Nguyễn Tất Thành , Xã Hòa Liên, Huyện Hòa Vang, Đà Nẵng",100.0,14.0,Đông Nam,Đất thổ cư,5.0,20.0,Hòa Vang
2.65,"Đường Lỗ Giáng 23, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,26.5,Bắc,Đất thổ cư,5.0,20.0,Cẩm Lệ
1.85,"Khu Tdc Hoà Khương, Xã Hòa Khương, Huyện Hòa Vang, Đà Nẵng",150.0,12.33,Nam,Đất thổ cư,6.0,25.0,Hòa Vang
4.65,"Đường Đặng Hòa, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",156.6,29.69,Bắc,Đất thổ cư,9.0,17.0,Cẩm Lệ
2.25,"Dh5, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",100.0,22.5,Tây Bắc,Đất nền dự án,5.0,20.0,Liên Chiểu
5.1,"Hòa Xuân, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",130.0,39.23,Đông Bắc,Đất nền dự án,5.0,26.0,Cẩm Lệ
4.2,"Đường Trung Lương 9, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,42.0,Đông Nam,Đất thổ cư,5.0,20.0,Cẩm Lệ
1.55,"Lưu Quang Vũ, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",86.0,18.02,Đông Bắc,Đất thổ cư,5.0,17.5,Ngũ Hành Sơn
1.65,"Đường Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",100.0,16.5,Đông Bắc,Đất thổ cư,5.0,20.0,Liên Chiểu
2.0,"Hoà Xuân, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,20.0,Đông,Đất thổ cư,5.0,20.0,Cẩm Lệ
4.3,"Thi Sách, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",90.0,47.78,Bắc,Đất thổ cư,5.0,18.0,Hải Châu
1.45,"Quốc Lộ 1a, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",130.0,11.15,Nam,Đất thổ cư,5.0,28.0,Hòa Vang
2.3,"Đường Nguyễn Chánh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",98.0,23.47,Đông Bắc,Đất thổ cư,5.0,20.0,Liên Chiểu
7.65,"Phan Thao, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",250.0,30.6,Nam,Đất nền dự án,10.0,25.0,Cẩm Lệ
6.5,"Trần Lê, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",170.0,38.24,Bắc,Đất nền dự án,10.0,17.0,Cẩm Lệ
3.25,"Đường Võ Duy Dương, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",122.5,26.53,Tây Nam,Đất nền dự án,5.0,24.5,Liên Chiểu
2.45,"Lê Trực, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,24.5,Tây,Đất thổ cư,5.0,20.0,Cẩm Lệ
3.92,"Nguyễn Đình Trân, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,39.2,,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
11.0,"Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",110.0,100.0,Nam,Đất thổ cư,7.0,16.0,Thanh Khê
17.0,"Đường Mỹ Đa Đông 10, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",240.0,70.83,Đông,Đất thổ cư,10.0,23.0,Ngũ Hành Sơn
1.23,"Dt 601, Xã Hòa Liên, Huyện Hòa Vang, Đà Nẵng",144.0,8.54,Đông Nam,Đất thổ cư,6.0,24.0,Hòa Vang
3.6,"Đường Sơn Thủy 3, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",125.0,28.8,,Đất thổ cư,5.0,25.0,Ngũ Hành Sơn
3.65,"Hoà Phú 24, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",92.5,39.46,Tây Nam,Đất nền dự án,5.0,18.5,Liên Chiểu
4.25,"Hòa Xuân, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",94.0,45.21,Tây Nam,Đất thổ cư,5.0,19.0,Cẩm Lệ
3.55,"Đường Lê Thiết Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,35.5,Tây Bắc,Đất thổ cư,5.0,20.0,Cẩm Lệ
2.1,"Đường Mê Linh, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,21.0,Đông Bắc,Đất nền dự án,5.0,20.0,Liên Chiểu
1.39,"Kiệt 4, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng",105.0,13.24,,Đất thổ cư,5.0,21.0,Hòa Vang
4.4,"Đa Mặn 16, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",140.0,31.43,,Đất thổ cư,7.0,20.0,Ngũ Hành Sơn
2.77,"Đường Vân Đài Nữ Sĩ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",144.0,19.24,,Đất thổ cư,5.0,29.0,Ngũ Hành Sơn
5.5,"Đường Trần Nam Trung, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",96.3,57.11,Đông Nam,Đất thổ cư,5.0,19.26,Cẩm Lệ
9.0,"Đường Số 8, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",300.0,30.0,,Đất thổ cư,15.0,20.0,Ngũ Hành Sơn
4.35,"Đường Văn Tiến Dũng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,43.5,Tây,Đất thổ cư,5.0,20.0,Cẩm Lệ
3.25,"Trần Viện, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",120.0,27.08,Tây Bắc,Đất thổ cư,5.0,24.0,Cẩm Lệ
3.1,"Gò Nảy 5, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",85.0,36.47,Tây Bắc,Đất thổ cư,5.0,17.0,Liên Chiểu
19.4,"Đường Nguyễn Văn Thông, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",312.0,62.18,Đông Nam,Đất thổ cư,12.0,25.0,Cẩm Lệ
14.9,"Đường Khuê Mỹ Đông 14, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",196.0,76.02,Tây Nam,Đất thổ cư,12.0,16.33,Ngũ Hành Sơn
11.5,"Đường Nguyễn Phước Lan, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",97.0,118.56,Tây Nam,Đất thổ cư,5.0,19.4,Cẩm Lệ
2.4,"Đường Cổ Mân Lan 2, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",90.0,26.67,Bắc,Đất thổ cư,5.0,18.0,Cẩm Lệ
2.45,"Võ Chí Công, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,24.5,,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
4.85,"Đường Lương Trúc Đàm, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",110.0,44.09,Đông Nam,Đất thổ cư,5.0,22.0,Liên Chiểu
3.5,"Đường Lê Cao Lãng, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",107.0,32.71,Đông Nam,Đất thổ cư,4.8,22.29,Cẩm Lệ
12.6,"Đường Nại Nam 8, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",170.0,74.12,Nam,Đất thổ cư,6.0,29.0,Hải Châu
4.2,"Đường Phạm Tuấn Tài, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",89.0,47.19,Đông Nam,Đất thổ cư,5.0,17.8,Ngũ Hành Sơn
